Index;Keys;Value
39;37FI40,44DJ52,11QP40,13SQ18,72LA25,61JX71,67XZ33,54VT53,86HB14,98LL26,33YG38,14PW41,53BI28,48NZ98,78HD75,43TD99,87XL80,10NF44,19QJ75,59AW92,16LT46,90EF18,79UK65,40CN62,25UC71,97UT93,45FL48,70YX76,21PN60;347
40;33AL92,63HS22,87MG87,39SG75,42JP62,32CX62,40XP51,56XH25,56NX38,36IC18,94KH99,82EP18,96ND70,54PP81,78YM43,48XR24;278
41;76DM92,13MM47,62RQ35,29CH27,70YK71,45OF92,95VT14,12CQ71,51DV18,50DW36,20IK45,57TF49,16XG49,36YV41,58JH37,95AJ88,82RP89,77PG13;260
42;54CH75,96TH45,58QL73,82BW61,59QK55,15RL33,32SL24,76YO81,56FQ53,46XT62,30YJ95,15TO47,80MD98,20GH32,70RG37;760
43;40VZ47,63JI32,37LM17,57BO77,17VC19,74SC28,44HC77,53AF80,59MR35,13CP55,45HB59,42ZD25,72OL43,64PD49,86SG12,54ZU16,19KN44,45YC88,63FH73,76FX46,31WF64,81RY47,34IE57;928
44;68YY82,29JL65,99UE55,60VL95,13VO30,46OE77,84RA49,62ZK18,37NC25,31YQ17,45DI39,55PB60,91EW60,34XK11,39RY72;628
45;55DO60,74VN44,79OO36,17MS96,38ER83,59OH44,78SQ13,80KI25,84LE15,10KM91;487
46;45NX90,70DQ26,94GB77,17GW62,21AC45,79KV16,51YC66,62FQ32,80TP75,40GO28,19EJ74,41TI11,84FA43,42LF75,53AF83,71UQ37,95CH38,58QL77,71MJ50;102
47;62SY41,91EW63,17FB56,53KC78,56PA45,96WS64,82HN32,32SL29,42XA15,97FQ17,50NG29,46MB66,61RR59;624
48;29OM90,44BG47,34NF83,85ZL70,88QY91,33VV26,17MF92,60RS78,81WZ73,14BY97,89FF72,88EG28,52IA83,68FU43,29LJ14,93RH91,93IA42,30MR31,88RO36,56DN45,81RL45,67TL76,60ZM58;173
49;28WU96,52TS85,88FT98,67EA55,14HP64,25GM66,33ZB41,25ZL40,81GI24,20FZ32,60JT30,60ZM59;943
50;76JD67,18VT63,59GA62,92CS34,28DQ54,97QV14,85QE23,17DF13;286
51;64SB64,54TD44,20PJ21,38GP34,10SO15,39TW24,94LK41,55LI46,87RP57,70BA10,67XM38,85OO17,50MD81,33IA14,47RJ11,44AY43,35WT55,79OB35,27TF33;376
52;97SL23,89DP69,16SS25,62FD31,22QU55,69SO30,15WM64,78IT26,53ZI36,67LM31,78XR41,43ZU71,31AV78,91MQ48,97UG99,63UN35;158
53;41KY93,54BZ79,33JV23,30AJ90,11MJ26,25XA92,22YG98,95SN60,47DY67,26LM73,68OO90,27PM14,25NY43,29AW80;207
54;23YN19,60QX70,79ZT39,42BQ27,35QX23,58IE98,79OB38,14SU63,50VS71,78ZH50,93QZ90,64KP25,36UH88,50RZ50,55HC21,51PN80;444
55;73EA36,64SB68,33ZB47,55UP99,72JX20,20QW94,89UY39,22SK65,61KS80,88UM50,46EC25,56YC33,91TU86,42DG35,73VB65;181
56;76OM32,56QI54,92TT69,72NQ42,30AJ93,95YJ98,50XV87,78GI78,37OC99,64XC90,70ED91,95JG14,56WM27,10UE27,80HP77,52AO49,61PB47,81YX26,63QU18,10MK47,60HQ23,66HU32,73TL59,99NS87;954
57;51QD28,31GM49,18GI48,90FA29,40UR40,47HE85,47QT72,90VT51,11AJ22,97RV83,36TZ84,29CZ98,13UL91,10VR97,30GA60,19RM24,28KU96,71EK12,47YN52,99RG40,38GC33,17AN31,74SU97,93RC31;582
58;63UA34,69EQ83,55MQ53,96AV73,67KW92,99CI26,33LL35,77XS65,87YO30,47FB72,86AC46,93NB73,60BZ59,95OU44,34WH73,19SZ94;713
59;61UC71,14WI20,63QH14,50XI83,16AO51,41OM51,34MK80,99FT41,76YJ29,53NI35,44GC10,73JO68,74HK36;740
60;18JT65,56XU31,94HE22,34ON95,50TP63,14KV20,55HC27,30IL15,42ZV97,92FQ51,42CY33,68OB90,72UU81,72IC18,51ZF11,70AK74,51RL31,63IN35,53DY49,50QE49,89EK70,85NT12,94RB16,21IO94,26XH19,52GF19;250
61;77XF61,93SX42,74DJ79,13FI11,89TV93,68BO28,18TD53,19PB76,27WQ57,87KQ80,69RY94,34MX89,17XF30,83ET69,81YC86,58HW98,84EF44,98PR55,70IE55,48GV64,43CX16;659
62;59FF60,62AU75,31JK61,38TK46,23CI87,63TK93,14KN84,72ZD49,69SB33,34WP15,29XW22,68GP50,58AF57,98XL36,76GS58,37VW16,87KQ81,85TP49,64ZN48,43CX17,84LW87,37AU28,92BP94,63UA38,89UL39,23RO40,56XM95;938
63;93FH98,27QM86,22VV87,43AM66,97JW40,60RA17;552
64;59UQ84,68KI73,59WT98,18NH21,24TD31,98VI24,94WC41,37ZC32,78VO39,83JU93,77NI70,61YD35,40UR47;339
65;26BX29,29CU37,37NH94,50PW47,88KP66,79JN14,56TT77,30LW34,25BY47,26DF98,49QE37,29VL73,90JT51,18XE16;641
66;89GV28,61ZY44,73BH88,35OH14,58HR34,58JH41,81MK21,89VT43,41KL99,11WY88,20UK57,75AX45,26KR72,52YO54,79NG36,66QO84,25NL49,23XF10,34GO52,73WR14,72HM79;747
67;78HQ89,10GB16,86QI70,49KA66,41MJ45,55ER13,32DF75,69NS72,25UP85,50AD89,98LL33,39BS59,10VM38,13QN11,64ZA46,15ZS24,72IU80,39SG81,94MF50,59SV11;699
68;75RY76,67IT88,94IR99,90RF96,37JW14,98HT17,67UB20,51TB46,71HV37,63HX98,35RX99,61AQ30,38LD65,85BT12,33IS86,59DC52,81GT57,55SH29,77NQ12,64FT66,54VT61,88MN14,67BC46;202
69;91BL50,56LM94,56VR26,54KB61,68SC58,57PM35,96HU50,35ZE73,10JE94,65KT70,54OP27,42GE56,32WR58,73ZU93,67SD76,44JN34,58HJ99,10YX54,15NK80;278
70;89LW53,56ZK48,55KA44,77DY89,37NH99,91JS38,35CM79,70LP78,73OK31,80SP16,48KJ25,60EX78,33MG40,69FY95,27ZW11;499
71;15GG47,87OE42,87QH56,39IJ91,48EF53,45JM18,18BU27,82DZ83,41VY36,94KP47,54QF36,23AA13,89GI26,87KD83,17TM19,14XI94,90TD44,79WV28,65DP37,12YA75,46HA48,27ZO74,41AW48,65SN52,46MW14,63PZ19;742
72;35VL55,74GH97,31YQ24,14ML39,89BZ61,93GX45,98TF18,39EQ71,90BM71,17IZ81,21MC58,39MX58,39KU44,13TY30,19KN52,49NL85,19XV60,31LI16,26YC24,79FE69,11MO93,41RK71,23LK77,98JA86,33SC77,80RZ73;131
73;21LU52,15CN28,47EO11,69PI85,58NA69,36FW78,35PH83,97WR51,26MP24,32QI20,73KJ75,11YB95,94PQ70,15NK84,21VR46,94TJ91,91DB61,77YN73,53IM76,96NQ89,70FT46,55PW13,59UL24,84WW23,79GU63,46DH29,84VB16,89RN22,62RQ46;737
74;36JK31,27RH90,25YD44,43YM72,34VU13,39MK53,66CY77,98SP75,35JY56,95XB95,68PR42,10HB85,42LF82,39IJ94,62JW67,21IJ39;486
75;15PV38,78WJ43,81AC84,13QA12,49BL80,38IS51,95XB96,74PW87,43UT52,62PN34,64BN45,88GJ48,23NA87,99OI30,53PY51,60EK76,56WZ32,80CO54,85EW95,21LU54,44WV48,72IU88,18CU93;618
76;90YR77,20EE31,30QX66,27EU29,82LG61,25GZ79,53EG51,85QR35,35DU85,34LX21,46ZJ82,92KZ26,40EL23,87KL26,82RK34,49ZG28,84JO18,46MJ12,61AQ38,74CB73,73WE17,59GN74,76NR38,75TW29,36OY61;894
77;54XR15,49JF62,59GV13,12ZI81,48EF59,13TD90,25ZY54,56BX46,44HK28,89RF88,28RG75,58OQ11,26XM84,86OF66,21VE43,87TS76,91HC24;113
78;55HP31,94ZN69,48NH40,44IK91,75GB16,91IP94,54BZ83,99ZS96,33RU76,79ZT42,36UU98,17YN47,57MT85,39GO22,85DJ29,16LG57,40NS74,47EG78,70BF85,19AQ64,84MR96;735
79;77MN71,92AU97,55HP32,18SI57,77YV17,73MH26,99YF28,91YD55,39MK58,19QE25,88YS81,22AB39,47TM32,53VP21,83SJ81,44OO65,57OJ93,21BX64,79GU69;96
80;97SQ99,72EO65,63MT62,32EN88,69YK72,26LZ86,25CT55,41BR50,79ZT44,18MM23,30MR42,18ES43,13TY38;148
81;20XD10,86XU57,82JQ59,52ZJ62,47NI61,40AK69,68HK62,57WL13,71KT57,38BB15,25XV44,90OU88,88AA12,67PS67,13CC65,22SK70,29FF53,58BA69,39KH46,47NV68,73AH20,49YD81,50KN83,42YA90;633
82;15YC80,81BK91,25CG50,72GE74,70YS29,86CF63,29LB89,44CO60,33CJ58,64GO73,39GO26,50BG35,93CR27,57CW95,72GM12,19ZL77,24IL41,20RM45,46AB72,23MF80,11UD14,58MF64,77IU53,97KR52,60HI90,58SJ37,42FJ55,40FY98,21WZ55;753
83;86EQ16,45TO72,84WB88,37AZ97,89FF86,86IB99,51EI94,70OA91,73ZC31,81BS30,49BL88,66AI65,92RQ61,45RY65,97DN18,45AP98;305
84;23FB47,82UV56,66TH40,18KJ13,14TC79,35BZ17,59GI13,35OZ87,18ZU35,12RW46,43ZU82,18AZ26,90BH14,97UO48,21GY90,15NF26,90KO63,25VK95,77CQ82,68FH51;464
85;98IF85,84SI69,14HX17,44GP22,11AB91,74DW89,85XQ10,82UV57,72JP91,86GG25,51VR63,60TQ39,74NG76,63GX32,74PE21,54NU29,44OB64,35WG61,17KC94,61VF28,47HZ37;369
86;38GP48,22HN19,75QQ73,84KW28,84TQ70,57MG86,66HU41,90ZZ87,92CF42,69NA15,71VY56,96DO39,55JF46,11UD18,65TV67,27DE80,39ED78,91ZL62,70UE67,24VT53,55DB73,79XQ36,40LP68,69HJ49,30SI14;42
87;76UI77,26NK31,93CE25,80VA33,91EJ75,13SV93,32VJ55,14MY40,55SM96,65PP40,61QW64,29WG88,38XD71,90VT60,13YZ66,48DK55;380
88;98KD33,22WD98,10ZS66,34FG53,82BJ79,55FM27,80JN33,25ZL58,63RU91,81YK30,34JH12,90MM12,82FK38,85AD73,76UQ16,46NR24,23XX87,50GH62,68WI84,40QQ91,99RT57,92AH99,74FH30;615
89;74ZB19,87WY33,88SW56,17CQ56,22HA15,74JN59,58CQ15,50XV99,34UZ14,53TE79,76OM44,42UP15,49CT94,91VS44,66NY17,79XD32,74HK45,60JG42,39XC55,57TS62,82UI54,17NV50,88FO48;756
90;39NF62,68JI16,48FA65,55WN58,19CB14,45AK36,14KN91,99HW65,33RC12,35QK31,27BO77,11XG98,37TL71,81YK32,76II72,76AW30,97UB47,51CN25,21FL27,88DL35,11TN77,68MY99,54WO76;979
91;17TR87,80RH16,90AR76,66SZ40,90QF36,20HC53,96KS79,92ZK49,24RF92,24ZU17,65YW93,92AC33,15MC81,51AC74,32PN24,71ZE75,98GC77,54DK34,11LG91;356
92;20MQ82,51AK13,10FY82,79LQ34,71RS34,92VR29,86PA74,91VS47,30EK67,88YF87,72AI49,47FJ23,59RF77,89DK19,60SN94,73NC32,41SF84,17XS47,31KA15,34MX99,31AQ28,97ZC70;754
93;26BX36,76MJ34,73PF47,31AQ29,99VH14,35UD55,16GS37,54LE16,53IZ82,40OV20,13KW50,87TA16,61UK22,99NF96,95SN79,38TK56,63EM88,16CR78,19UX53,69EQ97,64KC36,99YX97,31VK79;991
94;77EO37,39DQ10,56VJ92,59RF79,52EC18,31PO45,67SY25,60BM67,37HY74,90PP94,25JS35,31BQ92,74FH36,11FX66,93BO87,87OO10;421
95;51DN92,90PP95,68BB34,18BM92,51AC78,87WD94,77LS73,70ZN35,56CF50,65DP40,63ZB71,49TP60,91HU97,28MF51,74AY71,47BI67;182
96;87YB40,78WW50,84HY10,99HJ64,38LD72,75AX54,28KP45,80YL56,46FK45,86HG98,53HE78,59RN19,69GI44,87LG39,63EH22,47ET82,31CG39,26WR89,59DP66,12WK72,11FK61,18BU31;593
97;34OV49,74CO80,44VN49,74SP47,61IC80,83HR91,55ZL72,88WC78,31ND96,66BY17,10XC54,40EY30,40YF11,56PN60,28QG12,21MC62,99BN30,25HH86,75KU49,80SP22;704
98;20GU53,92JR27,15KU19,84CC46,45TJ18,26BC96,30JT32,56RY13,73WJ87,90NU22,21QQ29,34IZ15,63KD59,30TI88,98FH70,43PK95,66SM40;384
99;54ME84,94QG20,58BN73,30LJ40,16GF36,62VJ72,24LJ65,88WK18,82QC36,27ZO81,95ID84,17HE80,18DX48,73WR26,20IK61,28IM34,68XQ95,86DI11,21VR51,48UG27,74QE97,59HQ28,44DP22,22ZJ54;39
100;25SU21,68AT32,62ZC94,26IO71,15ED41,21QD24,27MG74,48IL89,48AZ47,74OJ22,40OI20,43HY55,83RO88,91VF48;399
101;84PK57,27GX47,37UT82,34VZ88,52JD46,60MR68,58WP63,84WO92,10YX65,23RB51,69TW58,11SS74,55QE27,99WP22,15AC83,82ZR25,24BM73,67XZ53,23CD36,62AP24,47YA68,28TR30;21
102;53IU22,93KQ75,21ZK75,15TO65,66YQ17,95TI81,50BT41,19SH41,81PV50,31WS88,48PX64,35LO70,61BG72,87YB46,98FH74,83FO82,61CG50,16GF39,72FE11,23UZ73;890
103;84TL18,26GL60,74GP45,96RR57,78GV90,85UX69,92IO80,33UN39,80EZ13,86DI15,23FO52,87KD94,59FA11,99UR79,27ZO85;201
104;90CC27,16DZ89,70QY50,15XP26,26UJ14,56NK53,63VI59,56RY19,84DK52,34EL55,66YD12,50LI99,52QH84,58UZ59,57AB27,75XC50,40ED92;352
105;42HM71,92ST14,95JY97,39QD84,40PV94,64DQ68,74CO88,39DD14,18WJ21,42XA31,74AL74,42LF92,55PO86,47SE37,12DG38,60ZM73,64TE28;65
106;91YD61,47OD79,24NH17,82LT77,98SP86,63PE88,81XH96,64JH35,83YN60,75RT24,72FE15,62NX37,65QK52,51ZX91,57LG23,50IX80,31QJ50,39VZ51,52ZW73,82XG78;141
107;42WX95,40RT41,71PC28,42JX25,72UC31,72IU99,99GO61,38OB90,47GE31,91QW89,68RH61,48ZH56,88CD31,60XW68,74PJ91,82DM91,85WI11,65VY81,25IP96,48PK62;640
108;79KA91,17DL68,58MS76,98BO59,48JT97,82AB78,50HK13,78QS89,91UX49,40CI20,80AY59,55RE96,95BZ51,50QR62,11YJ47,44KV52,32GL40,71OM84,44DE10,96PO48,74TX58;308
109;70KU82,77UH60,15CA36,75RT27,33RU86,71YR17,18QS59,76UV85,37QN62,62LM88,83YN63,81TB71,11KL95;124
110;11SF76,32CS21,56TB25,69PQ39,41RK88,80FZ82,18ME94,56VE39,27TS57,84MZ45,22JI98,63BO77,80PW76,97YP12,65OH42,81DV50,48JT99,26KM26,44QZ27,79QE66,92HB18;670
111;34CI48,88NN98,45VZ31,58MS79,57UA70,32XU10,86XU66,95VG35,20NT32,82ZE28,36QW20,58IZ58,89WO60,31VX83,55PJ23,87VQ34,34ZA43,28FG80,39EY27,91HC37,44OW14,50WA93,23WX27,46XT89,26ZX49;829
112;84IL81,60GA99,64SB83,84JB26,21FQ97,92ZX56,32TT52,77IU62,82DU34,43SQ54,16UV57,99XX33,23YN35,13TL42,93GK57,45IR24;2
113;73LR94,75NF65,15TB69,62JR16,18XW98,16YJ10,63EZ94,45GO11,62LH23,54NU36,79KA96,21DN84,40ZF89,37YH46,33CJ68,89WO62,16UI51,33KD48,72RW85,41NE63,34TE10,17MN53,63QU33,10ON76,15XC28;803
114;74WV71,30CU61,23OQ43,81HO75,84SI77,29TD18,77UH65,36KS50,60XJ68,23SJ64,90WB73,75YX67,14TC88,82OR92,91IK40,68PE54,88CD38,87JI91,71VY63;387
115;37OK54,93HS60,11KG32,71KG63,10AX63,53AA41,11GF73,81KZ90,74NO23,88NA95,93PM40,92VR31,14LD40,14WV41,72ZD60,14FM74,63UN56,95VG39;462
116;58YA16,65KG89,72ZQ68,77WF12,65EK54,65VL83,15NF37,57OE40,97WE66,43WE10,56IO92,46LT86,76SF71,63DM28,38CO98,66XV17,68DR55,55FM34,70VZ83,19PW34,28SW31,92VJ94,50IS21;914
117;51ZK95,94QY93,16BE12,25AD50,15FL58,38AT23,79NT52,77QB40,88PL49,74YY88,68OW50,63BJ15,70XP91,53NI51,11AJ40,11TV21,10AX65;330
118;55OT85,96JF16,38CJ31,57XY98,19EE35,81UJ80,72VX49,24TQ50,57OE42,70SB64,90ZM91,67VJ49,97KE60,46HN60,39FY96,86ZF11;894
119;89DK25,24ME78,79LQ40,85NL91,96MI93,30IY39,44GP35,57UA78,82DH34,48OP60,35WO12,22QP11,46XO28,31OG49,33DZ12,99VU26,76QP67,30FA18,75WU58,38KD12,39AK69,88VC17,78ZP11;249
120;41QX22,47FO99,76UQ27,23AS96,45SB19,78VO53,54YR99,38XY28,84AZ47,30KB40,51TO63,68SP74,90NZ92,44CO77,38LY20,46VD77,48GV81,16EH91,78CP79,31IK15;381
121;36CY77,49SH65,84XR43,65HV73,40MX82,44RM93,26DN50,10VM50,59DP70,88QT53,96ZY41,43ZU98,20JF76,82MW23,71ZM22,98XL53,82OE92,27BW25,61OT63,94QY97;514
122;90GV59,58KC69,70VZ89,13HL44,32DS95,25BY62,57JV80,46RK58,15AP90,27FC40,69MS23,54NH38,19PB95,79JF91,93FP53,13WW66;85
123;29YE48,94DD84,41DP17,55SH42,41WG53,32TG56,58EG35,21NF19,58GJ49,31AD31,24AZ19,19NG20,13ZC19,83CY13,86FY35,51NK93,44CB73,17TZ36,91PO84,22GS21,96MQ35;631
124;13OP81,70RT63,61DB65,82MO88,68WI99,15SG66,84VG94,81DI57,90OC34,90AE81,59NM67,11JY34,47HM48,18DX52,86PA85,80VA49,48IT30,49RZ61,39TJ48;638
125;20MQ94,87WY48,38XL26,96QJ58,77NV96,28GW32,56KM46,45RT17,71XW19,74BG87,57ZJ43,47WK64,45VM38,85NT35,60YM10,89IY59,52YO71,50GP16,61SM88,26YP42,88XX92,40YK87,34NA49;663
126;92HT89,49XV98,73TG18,44AL69,86JE52,42KS37,24AE77,99WU95,10TW48,15UE13,10PV89,37XM45,31WS91,74IS61,72LN56,71BR80,41IQ41,84PK61,30TQ33,39NF77,33BB60;38
127;46YB91,15SG69,14JA38,93LG24,99NA40,52YO73,27UA60,91GH39,88IM72,22RP81,46KY83,40YK89,82ZJ92;675
128;96KF88,50PJ61,93WQ88,89ES34,43XM22,72RE24,32OX95,60FN39,16AW16,65FS66,43YZ91,85TC66,91JF50,74EZ42,13FA98,34UM25,92BX56,35VY76,54FA57;884
129;12FJ55,45WU42,88OQ47,49KI24,80DR18,97AH77,89PP91,90EF45,13QN31,42RW75,22II34,93KQ81,61OG64,46LB23,66HH56,43AU28,52FX39,45FT13,30PP77,45NF55,30XJ57;513
130;72DO11,55XV77,50RU15,36NY11,26YP47,36GM38,19FM47,45JM35,93WD83,83RW35,66UP65,66BD84,75OZ16,27UA63,59TD39,69AK85;232
131;91JF50,78YZ78,66MV86,64VH47,60EX97,65LJ35,83AN69,76EC64,49GH67,42KF35,86NF16,75EY27,18IY80,71BR85,56NX66,17VC44,50NT57,60MR77,71BZ23,84GD17,28KC52;878
132;39PD28,25LI59,56QD19,44RH35,52BJ76,92JE33,97JW67,83TM44,27YB24,25SU32,94FB38,45MX51,60OP23,83ZI79,30PK11,54UG14;138
